From	Usage	To	Weight	 	 
.data.general.KeyedValueDataset	extends	.data.general.Dataset	1		
.data.general.KeyedValues2DDataset	extends	.data.category.CategoryDataset	1		
.data.general.KeyedValuesDataset	extends	.data.general.PieDataset	1		
.data.general.PieDataset	extends	.data.KeyedValues	1		
.data.general.PieDataset	extends	.data.general.Dataset	1		
.data.general.Series	uses	.data.general.SeriesChangeListener	4		
.data.general.Series	uses	.data.general.SeriesChangeEvent	3		
.data.general.Series	uses	.util.ObjectUtilities	1		
.data.general.SeriesChangeListener	uses	.data.general.SeriesChangeEvent	1		
.data.general.SeriesDataset	extends	.data.general.Dataset	1		
.data.general.SubSeriesDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.general.SubSeriesDataset	implements	.data.xy.OHLCDataset	11		
.data.general.SubSeriesDataset	implements	.data.xy.IntervalXYDataset	9		
.data.general.SubSeriesDataset	implements	.data.general.CombinationDataset	1		
.data.general.SubSeriesDataset	contains	.data.general.SeriesDataset	6		
.data.general.SubSeriesDataset	uses	.data.xy.XYDataset	6		
.data.general.ValueDataset	extends	.data.Value	1		
.data.general.ValueDataset	extends	.data.general.Dataset	1		
.data.general.WaferMapDataset	extends	.data.general.AbstractDataset	2		
.data.general.WaferMapDataset	contains	.data.DefaultKeyedValues2D	11		
.data.io.CSV	uses	.data.category.DefaultCategoryDataset	4		
.data.io.CSV	uses	.data.category.CategoryDataset	1		
.data.jdbc.JDBCCategoryDataset	extends	.data.category.DefaultCategoryDataset	6		
.data.jdbc.JDBCCategoryDataset	uses	.data.general.AbstractDataset	1		
.data.jdbc.JDBCPieDataset	extends	.data.general.DefaultPieDataset	4		
.data.jdbc.JDBCPieDataset	uses	.data.general.AbstractDataset	1		
.data.jdbc.JDBCXYDataset	extends	.data.xy.AbstractXYDataset	2		
.data.jdbc.JDBCXYDataset	implements	.data.xy.XYDataset	1		
.data.jdbc.JDBCXYDataset	implements	.data.xy.TableXYDataset	1		
.data.jdbc.JDBCXYDataset	implements	.data.RangeInfo	1		
.data.jdbc.JDBCXYDataset	uses	.util.Log	1		
.data.jdbc.JDBCXYDataset	uses	.data.general.AbstractDataset	1		
.data.jdbc.JDBCXYDataset	uses	.data.Range	2		
.data.statistics.BoxAndWhiskerCalculator	uses	.data.statistics.BoxAndWhiskerItem	3		
.data.statistics.BoxAndWhiskerCalculator	uses	.data.statistics.Statistics	4		
.data.statistics.BoxAndWhiskerCategoryDataset	extends	.data.category.CategoryDataset	1		
.data.statistics.BoxAndWhiskerItem	uses	.util.ObjectUtilities	1		
.data.statistics.BoxAndWhiskerXYDataset	extends	.data.xy.XYDataset	1		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	extends	.data.general.AbstractDataset	10		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	implements	.data.statistics.BoxAndWhiskerCategoryDataset	1		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	implements	.data.RangeInfo	1		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	implements	.util.PublicCloneable	1		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	contains	.data.KeyedObjects2D	42		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	uses	.data.Range	2		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	uses	.data.statistics.BoxAndWhiskerItem	44		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	uses	.data.statistics.BoxAndWhiskerCalculator	1		
.data.statistics.DefaultBoxAndWhiskerCategoryDataset	uses	.util.ObjectUtilities	1		
.data.statistics.DefaultBoxAndWhiskerXYDataset	extends	.data.xy.AbstractXYDataset	2		
.data.statistics.DefaultBoxAndWhiskerXYDataset	implements	.data.statistics.BoxAndWhiskerXYDataset	1		
.data.statistics.DefaultBoxAndWhiskerXYDataset	implements	.data.RangeInfo	1		
.data.statistics.DefaultBoxAndWhiskerXYDataset	contains	.data.Range	5		
.data.statistics.DefaultBoxAndWhiskerXYDataset	uses	.data.statistics.BoxAndWhiskerItem	22		
.data.statistics.DefaultBoxAndWhiskerXYDataset	uses	.data.general.AbstractDataset	2		
.data.statistics.DefaultBoxAndWhiskerXYDataset	uses	.util.ObjectUtilities	1		
.data.statistics.DefaultMultiValueCategoryDataset	extends	.data.general.AbstractDataset	4		
.data.statistics.DefaultMultiValueCategoryDataset	implements	.data.statistics.MultiValueCategoryDataset	1		
.data.statistics.DefaultMultiValueCategoryDataset	implements	.data.RangeInfo	1		
.data.statistics.DefaultMultiValueCategoryDataset	implements	.util.PublicCloneable	1		
.data.statistics.DefaultMultiValueCategoryDataset	contains	.data.KeyedObjects2D	20		
.data.statistics.DefaultMultiValueCategoryDataset	contains	.data.Range	7		
.data.statistics.DefaultStatisticalCategoryDataset	extends	.data.general.AbstractDataset	10		
.data.statistics.DefaultStatisticalCategoryDataset	implements	.data.statistics.StatisticalCategoryDataset	1		
.data.statistics.DefaultStatisticalCategoryDataset	implements	.data.RangeInfo	1		
.data.statistics.DefaultStatisticalCategoryDataset	implements	.util.PublicCloneable	1		
.data.statistics.DefaultStatisticalCategoryDataset	contains	.data.KeyedObjects2D	31		
.data.statistics.DefaultStatisticalCategoryDataset	uses	.data.Range	2		
.data.statistics.DefaultStatisticalCategoryDataset	uses	.data.statistics.MeanAndStandardDeviation	13		
.data.statistics.HistogramDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.statistics.HistogramDataset	implements	.data.xy.IntervalXYDataset	1		
.data.statistics.HistogramDataset	implements	.util.PublicCloneable	1		
.data.statistics.HistogramDataset	contains	.data.statistics.HistogramType	8		
.data.statistics.HistogramDataset	uses	.data.general.AbstractDataset	2		
.data.statistics.HistogramDataset	uses	.data.statistics.HistogramBin	12		
.data.statistics.HistogramDataset	uses	.data.general.Dataset	1		
.data.statistics.HistogramDataset	uses	.data.general.DatasetChangeEvent	2		
.data.statistics.HistogramDataset	uses	.util.ObjectUtilities	1		
.data.statistics.MeanAndStandardDeviation	uses	.util.ObjectUtilities	1		
.data.statistics.MultiValueCategoryDataset	extends	.data.category.CategoryDataset	1		
.data.statistics.Regression	uses	.data.xy.XYDataset	8		
.data.statistics.SimpleHistogramBin	implements	.util.PublicCloneable	1		
.data.statistics.SimpleHistogramDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.statistics.SimpleHistogramDataset	implements	.data.xy.IntervalXYDataset	1		
.data.statistics.SimpleHistogramDataset	implements	.util.PublicCloneable	1		
.data.statistics.SimpleHistogramDataset	uses	.data.general.Dataset	5		
.data.statistics.SimpleHistogramDataset	uses	.data.general.DatasetChangeEvent	10		
.data.statistics.SimpleHistogramDataset	uses	.data.general.AbstractDataset	6		
.data.statistics.SimpleHistogramDataset	uses	.util.ObjectUtilities	1		
.data.statistics.SimpleHistogramDataset	uses	.data.statistics.SimpleHistogramBin	19		
.data.statistics.SimpleHistogramDataset	uses	.data.DomainOrder	2		
.data.statistics.StatisticalCategoryDataset	extends	.data.category.CategoryDataset	1		
.data.time.DateRange	extends	.data.Range	6		
.data.time.Day	extends	.data.time.RegularTimePeriod	7		
.data.time.Day	contains	.date.SerialDate	28		
.data.time.DynamicTimeSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.time.DynamicTimeSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.time.DynamicTimeSeriesCollection	implements	.data.DomainInfo	1		
.data.time.DynamicTimeSeriesCollection	implements	.data.RangeInfo	1		
.data.time.DynamicTimeSeriesCollection	contains	.data.time.RegularTimePeriod	25		
.data.time.DynamicTimeSeriesCollection	contains	.data.Range	10		
.data.time.DynamicTimeSeriesCollection	uses	.data.general.SeriesChangeEvent	2		
.data.time.DynamicTimeSeriesCollection	uses	.data.general.AbstractSeriesDataset	1		
.data.time.DynamicTimeSeriesCollection	uses	.data.time.Millisecond	4		
.data.time.DynamicTimeSeriesCollection	uses	.data.time.Hour	1		
.data.time.DynamicTimeSeriesCollection	uses	.data.time.Minute	1		
.data.time.DynamicTimeSeriesCollection	uses	.data.time.Second	1		
.data.time.FixedMillisecond	extends	.data.time.RegularTimePeriod	5		
.data.time.Hour	extends	.data.time.RegularTimePeriod	6		
.data.time.Hour	contains	.data.time.Day	28		
.data.time.Millisecond	extends	.data.time.RegularTimePeriod	7		
.data.time.Millisecond	contains	.data.time.Day	13		
.data.time.Millisecond	uses	.data.time.Second	13		
.data.time.Millisecond	uses	.data.time.Minute	4		
.data.time.Minute	extends	.data.time.RegularTimePeriod	6		
.data.time.Minute	contains	.data.time.Day	19		
.data.time.Minute	uses	.data.time.Hour	15		
.data.time.Month	extends	.data.time.RegularTimePeriod	7		
.data.time.Month	uses	.date.SerialDate	3		
.data.time.Month	uses	.data.time.Year	7		
.data.time.Month	uses	.data.time.TimePeriodFormatException	3		
.data.time.MovingAverage	uses	.data.time.TimeSeries	12		
.data.time.MovingAverage	uses	.data.time.RegularTimePeriod	3		
.data.time.MovingAverage	uses	.data.time.TimeSeriesDataItem	6		
.data.time.MovingAverage	uses	.data.xy.XYDataset	6		
.data.time.MovingAverage	uses	.data.time.TimeSeriesCollection	5		
.data.time.MovingAverage	uses	.data.general.Series	1		
.data.time.MovingAverage	uses	.data.xy.XYSeriesCollection	3		
.data.time.MovingAverage	uses	.data.xy.XYSeries	5		
.data.time.MovingAverage	uses	.data.general.SeriesDataset	2		
.data.time.Quarter	extends	.data.time.RegularTimePeriod	7		
.data.time.Quarter	uses	.data.time.Year	6		
.data.time.Quarter	uses	.data.time.TimePeriodFormatException	2		
.data.time.Quarter	uses	.date.SerialDate	2		
.data.time.RegularTimePeriod	implements	.data.time.TimePeriod	1		
.data.time.RegularTimePeriod	implements	.date.MonthConstants	1		
.data.time.Second	extends	.data.time.RegularTimePeriod	6		
.data.time.Second	contains	.data.time.Day	14		
.data.time.Second	uses	.data.time.Minute	14		
.data.time.Second	uses	.data.time.Hour	4		
.data.time.SimpleTimePeriod	implements	.data.time.TimePeriod	7		
.data.time.TimePeriodValue	contains	.data.time.TimePeriod	6		
.data.time.TimePeriodValues	extends	.data.general.Series	9		
.data.time.TimePeriodValues	uses	.data.time.TimePeriodValue	21		
.data.time.TimePeriodValues	uses	.data.time.TimePeriod	8		
.data.time.TimePeriodValues	uses	.data.general.SeriesException	1		
.data.time.TimePeriodValues	uses	.util.ObjectUtilities	1		
.data.time.TimePeriodValuesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.time.TimePeriodValuesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.time.TimePeriodValuesCollection	implements	.data.DomainInfo	1		
.data.time.TimePeriodValuesCollection	contains	.data.time.TimePeriodAnchor	11		
.data.time.TimePeriodValuesCollection	uses	.data.time.TimePeriodValues	26		
.data.time.TimePeriodValuesCollection	uses	.data.time.TimePeriodValue	8		
.data.time.TimePeriodValuesCollection	uses	.data.time.TimePeriod	11		
.data.time.TimePeriodValuesCollection	uses	.data.Range	7		
.data.time.TimePeriodValuesCollection	uses	.data.general.Series	4		
.data.time.TimePeriodValuesCollection	uses	.data.general.SeriesChangeListener	3		
.data.time.TimePeriodValuesCollection	uses	.util.ObjectUtilities	1		
.data.time.TimePeriodValuesCollection	uses	.data.general.AbstractDataset	2		
.data.time.TimeSeries	extends	.data.general.Series	20		
.data.time.TimeSeries	uses	.data.time.RegularTimePeriod	24		
.data.time.TimeSeries	uses	.data.time.TimeSeriesDataItem	34		
.data.time.TimeSeries	uses	.data.general.SeriesException	5		
.data.time.TimeSeries	uses	.util.ObjectUtilities	2		
.data.time.TimeSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.time.TimeSeriesCollection	implements	.data.xy.XYDataset	1		
.data.time.TimeSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.time.TimeSeriesCollection	implements	.data.DomainInfo	1		
.data.time.TimeSeriesCollection	contains	.data.time.TimePeriodAnchor	9		
.data.time.TimeSeriesCollection	uses	.data.Range	7		
.data.time.TimeSeriesCollection	uses	.data.time.TimeSeries	29		
.data.time.TimeSeriesCollection	uses	.data.time.RegularTimePeriod	13		
.data.time.TimeSeriesCollection	uses	.data.general.SeriesChangeListener	4		
.data.time.TimeSeriesCollection	uses	.data.general.Series	6		
.data.time.TimeSeriesCollection	uses	.data.time.TimeSeriesDataItem	10		
.data.time.TimeSeriesCollection	uses	.data.general.AbstractDataset	5		
.data.time.TimeSeriesCollection	uses	.data.general.Dataset	2		
.data.time.TimeSeriesCollection	uses	.data.general.DatasetChangeEvent	4		
.data.time.TimeSeriesCollection	uses	.data.DomainOrder	2		
.data.time.TimeSeriesCollection	uses	.util.ObjectUtilities	1		
.data.time.TimeSeriesDataItem	contains	.data.time.RegularTimePeriod	6		
.data.time.TimeSeriesTableModel	implements	.data.general.SeriesChangeListener	2		
.data.time.TimeSeriesTableModel	contains	.data.time.TimeSeries	12		
.data.time.TimeSeriesTableModel	contains	.data.time.RegularTimePeriod	3		
.data.time.TimeSeriesTableModel	uses	.data.general.Series	1		
.data.time.TimeSeriesTableModel	uses	.data.general.SeriesChangeEvent	1		
.data.time.TimeTableXYDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.time.TimeTableXYDataset	implements	.util.PublicCloneable	1		
.data.time.TimeTableXYDataset	implements	.data.xy.IntervalXYDataset	1		
.data.time.TimeTableXYDataset	implements	.data.DomainInfo	1		
.data.time.TimeTableXYDataset	implements	.data.xy.TableXYDataset	1		
.data.time.TimeTableXYDataset	contains	.data.DefaultKeyedValues2D	20		
.data.time.TimeTableXYDataset	contains	.data.time.TimePeriodAnchor	8		
.data.time.TimeTableXYDataset	uses	.data.Range	6		
.data.time.TimeTableXYDataset	uses	.data.general.Dataset	2		
.data.time.TimeTableXYDataset	uses	.data.general.DatasetChangeEvent	4		
.data.time.TimeTableXYDataset	uses	.data.general.AbstractDataset	6		
.data.time.TimeTableXYDataset	uses	.data.time.TimePeriod	16		
.data.time.Week	extends	.data.time.RegularTimePeriod	7		
.data.time.Week	uses	.data.time.TimePeriodFormatException	3		
.data.time.Week	uses	.data.time.Year	9		
.data.time.Year	extends	.data.time.RegularTimePeriod	6		
.data.time.Year	uses	.data.time.TimePeriodFormatException	2		
.data.time.ohlc.OHLCItem	extends	.data.ComparableObjectItem	7		
.data.time.ohlc.OHLCItem	uses	.data.time.ohlc.OHLC	10		
.data.time.ohlc.OHLCItem	uses	.data.time.RegularTimePeriod	2		
.data.time.ohlc.OHLCSeries	extends	.data.ComparableObjectSeries	5		
.data.time.ohlc.OHLCSeries	uses	.data.time.RegularTimePeriod	2		
.data.time.ohlc.OHLCSeries	uses	.data.time.ohlc.OHLCItem	5		
.data.time.ohlc.OHLCSeries	uses	.data.ComparableObjectItem	3		
.data.time.ohlc.OHLCSeriesCollection	extends	.data.xy.AbstractXYDataset	2		
.data.time.ohlc.OHLCSeriesCollection	implements	.data.xy.OHLCDataset	1		
.data.time.ohlc.OHLCSeriesCollection	contains	.data.time.TimePeriodAnchor	9		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.time.ohlc.OHLCItem	12		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.time.ohlc.OHLCSeries	16		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.ComparableObjectItem	6		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.general.Dataset	1		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.general.DatasetChangeEvent	2		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.general.AbstractDataset	3		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.time.RegularTimePeriod	5		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.ComparableObjectSeries	1		
.data.time.ohlc.OHLCSeriesCollection	uses	.util.ObjectUtilities	2		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.general.Series	2		
.data.time.ohlc.OHLCSeriesCollection	uses	.data.general.SeriesChangeListener	1		
.data.xml.CategoryDatasetHandler	extends	.data.xml.RootHandler	6		
.data.xml.CategoryDatasetHandler	implements	.data.xml.DatasetTags	1		
.data.xml.CategoryDatasetHandler	contains	.data.category.DefaultCategoryDataset	5		
.data.xml.CategoryDatasetHandler	uses	.data.xml.CategorySeriesHandler	3		
.data.xml.CategoryDatasetHandler	uses	.data.category.CategoryDataset	1		
.data.xml.CategorySeriesHandler	implements	.data.xml.DatasetTags	1		
.data.xml.CategorySeriesHandler	contains	.data.xml.RootHandler	6		
.data.xml.CategorySeriesHandler	contains	.data.DefaultKeyedValues	7		
.data.xml.CategorySeriesHandler	uses	.data.xml.CategoryDatasetHandler	2	(mfs)	
.data.xml.CategorySeriesHandler	uses	.data.xml.ItemHandler	3		
.data.xml.DatasetReader	uses	.data.general.PieDataset	2		
.data.xml.DatasetReader	uses	.data.xml.PieDatasetHandler	3		
.data.xml.DatasetReader	uses	.data.category.CategoryDataset	2		
.data.xml.DatasetReader	uses	.data.xml.CategoryDatasetHandler	3		
.data.xml.ItemHandler	implements	.data.xml.DatasetTags	1		
.data.xml.ItemHandler	contains	.data.xml.RootHandler	6		
.data.xml.ItemHandler	uses	.data.xml.CategorySeriesHandler	2	(mfs)	
.data.xml.ItemHandler	uses	.data.xml.PieDatasetHandler	2	(mfs)	
.data.xml.ItemHandler	uses	.data.xml.ValueHandler	2	(mfs)	
.data.xml.ItemHandler	uses	.data.xml.KeyHandler	2	(mfs)	
.data.xml.KeyHandler	implements	.data.xml.DatasetTags	1		
.data.xml.KeyHandler	contains	.data.xml.RootHandler	6		
.data.xml.KeyHandler	contains	.data.xml.ItemHandler	5		
.data.xml.KeyHandler	uses	.data.xml.ValueHandler	2		
.data.xml.PieDatasetHandler	extends	.data.xml.RootHandler	6		
.data.xml.PieDatasetHandler	implements	.data.xml.DatasetTags	1		
.data.xml.PieDatasetHandler	contains	.data.general.DefaultPieDataset	5		
.data.xml.PieDatasetHandler	uses	.data.xml.ItemHandler	3		
.data.xml.PieDatasetHandler	uses	.data.general.PieDataset	1		
.data.xml.RootHandler	implements	.data.xml.DatasetTags	1		
.data.xml.ValueHandler	implements	.data.xml.DatasetTags	1		
.data.xml.ValueHandler	contains	.data.xml.RootHandler	4		
.data.xml.ValueHandler	contains	.data.xml.ItemHandler	4		
.data.xy.AbstractIntervalXYDataset	extends	.data.xy.AbstractXYDataset	2		
.data.xy.AbstractIntervalXYDataset	implements	.data.xy.IntervalXYDataset	5		
.data.xy.AbstractXYDataset	extends	.data.general.AbstractSeriesDataset	2		
.data.xy.AbstractXYDataset	implements	.data.xy.XYDataset	3		
.data.xy.AbstractXYDataset	uses	.data.DomainOrder	2		
.data.xy.AbstractXYZDataset	extends	.data.xy.AbstractXYDataset	2		
.data.xy.AbstractXYZDataset	implements	.data.xy.XYZDataset	2		
.data.xy.CategoryTableXYDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.CategoryTableXYDataset	implements	.data.xy.TableXYDataset	1		
.data.xy.CategoryTableXYDataset	implements	.data.xy.IntervalXYDataset	1		
.data.xy.CategoryTableXYDataset	implements	.data.DomainInfo	1		
.data.xy.CategoryTableXYDataset	implements	.util.PublicCloneable	1		
.data.xy.CategoryTableXYDataset	contains	.data.DefaultKeyedValues2D	14		
.data.xy.CategoryTableXYDataset	contains	.data.xy.IntervalXYDelegate	21		
.data.xy.CategoryTableXYDataset	uses	.data.general.AbstractDataset	7		
.data.xy.CategoryTableXYDataset	uses	.data.xy.XYDataset	3		
.data.xy.CategoryTableXYDataset	uses	.data.general.DatasetChangeListener	1		
.data.xy.CategoryTableXYDataset	uses	.data.Range	1		
.data.xy.CategoryTableXYDataset	uses	.data.general.DatasetUtilities	1		
.data.xy.DefaultHighLowDataset	extends	.data.xy.AbstractXYDataset	2		
.data.xy.DefaultHighLowDataset	implements	.data.xy.OHLCDataset	1		
.data.xy.DefaultHighLowDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultIntervalXYDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.DefaultIntervalXYDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultIntervalXYDataset	uses	.data.general.AbstractDataset	2		
.data.xy.DefaultIntervalXYDataset	uses	.data.general.Dataset	1		
.data.xy.DefaultIntervalXYDataset	uses	.data.general.DatasetChangeEvent	2		
.data.xy.DefaultIntervalXYDataset	uses	.data.general.AbstractSeriesDataset	1		
.data.xy.DefaultOHLCDataset	extends	.data.xy.AbstractXYDataset	2		
.data.xy.DefaultOHLCDataset	implements	.data.xy.OHLCDataset	1		
.data.xy.DefaultOHLCDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultOHLCDataset	contains	.data.xy.OHLCDataItem	11		
.data.xy.DefaultOHLCDataset	uses	.data.general.AbstractDataset	1		
.data.xy.DefaultTableXYDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.DefaultTableXYDataset	implements	.data.xy.TableXYDataset	1		
.data.xy.DefaultTableXYDataset	implements	.data.xy.IntervalXYDataset	1		
.data.xy.DefaultTableXYDataset	implements	.data.DomainInfo	1		
.data.xy.DefaultTableXYDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultTableXYDataset	contains	.data.xy.IntervalXYDelegate	21		
.data.xy.DefaultTableXYDataset	uses	.data.Range	1		
.data.xy.DefaultTableXYDataset	uses	.data.general.DatasetUtilities	1		
.data.xy.DefaultTableXYDataset	uses	.data.xy.XYDataset	3		
.data.xy.DefaultTableXYDataset	uses	.data.xy.XYSeries	26		
.data.xy.DefaultTableXYDataset	uses	.data.general.AbstractDataset	11		
.data.xy.DefaultTableXYDataset	uses	.data.general.DatasetChangeListener	1		
.data.xy.DefaultTableXYDataset	uses	.data.general.SeriesChangeListener	4		
.data.xy.DefaultTableXYDataset	uses	.data.general.Series	5		
.data.xy.DefaultTableXYDataset	uses	.data.general.SeriesChangeEvent	1		
.data.xy.DefaultTableXYDataset	uses	.util.ObjectUtilities	1		
.data.xy.DefaultTableXYDataset	uses	.data.xy.XYDataItem	5		
.data.xy.DefaultWindDataset	extends	.data.xy.AbstractXYDataset	3		
.data.xy.DefaultWindDataset	implements	.data.xy.WindDataset	1		
.data.xy.DefaultWindDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultWindDataset	uses	.data.xy.WindDataItem	8		
.data.xy.DefaultXYDataset	extends	.data.xy.AbstractXYDataset	2		
.data.xy.DefaultXYDataset	implements	.data.xy.XYDataset	1		
.data.xy.DefaultXYDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultXYDataset	uses	.data.DomainOrder	2		
.data.xy.DefaultXYDataset	uses	.data.general.Dataset	2		
.data.xy.DefaultXYDataset	uses	.data.general.DatasetChangeEvent	4		
.data.xy.DefaultXYDataset	uses	.data.general.AbstractDataset	3		
.data.xy.DefaultXYZDataset	extends	.data.xy.AbstractXYZDataset	2		
.data.xy.DefaultXYZDataset	implements	.data.xy.XYZDataset	1		
.data.xy.DefaultXYZDataset	implements	.util.PublicCloneable	1		
.data.xy.DefaultXYZDataset	uses	.data.general.Dataset	2		
.data.xy.DefaultXYZDataset	uses	.data.general.DatasetChangeEvent	4		
.data.xy.DefaultXYZDataset	uses	.data.general.AbstractDataset	3		
.data.xy.DefaultXYZDataset	uses	.data.DomainOrder	2		
.data.xy.IntervalXYDataset	extends	.data.xy.XYDataset	1		
.data.xy.IntervalXYDelegate	implements	.data.general.DatasetChangeListener	1		
.data.xy.IntervalXYDelegate	implements	.data.DomainInfo	1		
.data.xy.IntervalXYDelegate	implements	.util.PublicCloneable	1		
.data.xy.IntervalXYDelegate	contains	.data.xy.XYDataset	11		
.data.xy.IntervalXYDelegate	uses	.data.Range	8		
.data.xy.IntervalXYDelegate	uses	.data.general.DatasetUtilities	1	(mfs)	
.data.xy.IntervalXYDelegate	uses	.data.general.DatasetChangeEvent	1		
.data.xy.IntervalXYDelegate	uses	.chart.HashUtilities	2		
.data.xy.IntervalXYDelegate	uses	.data.general.SeriesDataset	1		
.data.xy.IntervalXYZDataset	extends	.data.xy.XYZDataset	1		
.data.xy.MatrixSeries	extends	.data.general.Series	5		
.data.xy.MatrixSeriesCollection	extends	.data.xy.AbstractXYZDataset	2		
.data.xy.MatrixSeriesCollection	implements	.data.xy.XYZDataset	1		
.data.xy.MatrixSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.MatrixSeriesCollection	uses	.data.xy.MatrixSeries	16		
.data.xy.MatrixSeriesCollection	uses	.data.general.SeriesChangeListener	5		
.data.xy.MatrixSeriesCollection	uses	.data.general.AbstractDataset	5		
.data.xy.MatrixSeriesCollection	uses	.data.general.Series	6		
.data.xy.MatrixSeriesCollection	uses	.util.ObjectUtilities	2		
.data.xy.NormalizedMatrixSeries	extends	.data.xy.MatrixSeries	8		
.data.xy.OHLCDataset	extends	.data.xy.XYDataset	1		
.data.xy.TableXYDataset	extends	.data.xy.XYDataset	1		
.data.xy.VectorDataItem	extends	.data.ComparableObjectItem	7		
.data.xy.VectorDataItem	uses	.data.xy.Vector	7		
.data.xy.VectorDataItem	uses	.data.xy.XYCoordinate	6		
.data.xy.VectorSeries	extends	.data.ComparableObjectSeries	5		
.data.xy.VectorSeries	uses	.data.ComparableObjectItem	7		
.data.xy.VectorSeries	uses	.data.xy.VectorDataItem	11		
.data.xy.VectorSeries	uses	.data.general.Series	1		
.data.xy.VectorSeriesCollection	extends	.data.xy.AbstractXYDataset	2		
.data.xy.VectorSeriesCollection	implements	.data.xy.VectorXYDataset	1		
.data.xy.VectorSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.VectorSeriesCollection	uses	.data.xy.Vector	1		
.data.xy.VectorSeriesCollection	uses	.data.ComparableObjectItem	5		
.data.xy.VectorSeriesCollection	uses	.data.xy.VectorSeries	17		
.data.xy.VectorSeriesCollection	uses	.data.xy.VectorDataItem	10		
.data.xy.VectorSeriesCollection	uses	.data.general.SeriesChangeListener	3		
.data.xy.VectorSeriesCollection	uses	.data.general.Series	4		
.data.xy.VectorSeriesCollection	uses	.data.general.AbstractDataset	4		
.data.xy.VectorSeriesCollection	uses	.util.ObjectUtilities	2		
.data.xy.VectorSeriesCollection	uses	.data.ComparableObjectSeries	1		
.data.xy.VectorXYDataset	extends	.data.xy.XYDataset	1		
.data.xy.VectorXYDataset	uses	.data.xy.Vector	1		
.data.xy.WindDataset	extends	.data.xy.XYDataset	1		
.data.xy.XIntervalDataItem	extends	.data.ComparableObjectItem	6		
.data.xy.XIntervalDataItem	uses	.data.xy.YWithXInterval	8		
.data.xy.XIntervalSeries	extends	.data.ComparableObjectSeries	4		
.data.xy.XIntervalSeries	uses	.data.ComparableObjectItem	6		
.data.xy.XIntervalSeries	uses	.data.xy.XIntervalDataItem	10		
.data.xy.XIntervalSeriesCollection	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.XIntervalSeriesCollection	implements	.data.xy.IntervalXYDataset	1		
.data.xy.XIntervalSeriesCollection	implements	.util.PublicCloneable	1		
.data.xy.XIntervalSeriesCollection	uses	.data.ComparableObjectItem	4		
.data.xy.XIntervalSeriesCollection	uses	.data.xy.XIntervalDataItem	8		
.data.xy.XIntervalSeriesCollection	uses	.data.xy.XIntervalSeries	21		
.data.xy.XIntervalSeriesCollection	uses	.data.ComparableObjectSeries	1		
.data.xy.XIntervalSeriesCollection	uses	.data.general.SeriesChangeListener	4		
.data.xy.XIntervalSeriesCollection	uses	.data.general.AbstractDataset	5		
.data.xy.XIntervalSeriesCollection	uses	.data.general.Series	5		
.data.xy.XIntervalSeriesCollection	uses	.util.ObjectUtilities	2		
.data.xy.XYBarDataset	extends	.data.xy.AbstractIntervalXYDataset	2		
.data.xy.XYBarDataset	implements	.data.xy.IntervalXYDataset	1		
.data.xy.XYBarDataset	implements	.data.general.DatasetChangeListener	2		
.data.xy.XYBarDataset	implements	.util.PublicCloneable	3		
